,SUID,university,univid,response
23,2766.0,Melissa Lloyd University,5e8c6df1dc39552aa1e7bdf3,Internationality
24,2766.0,Laura Schultz University,5c9e8aa234cda4f3677e7365,Practical relevance / professionalization
25,2766.0,Kristy George University,5c9e7c2734cda4f3677e690f,Practical relevance / professionalization
26,2766.0,Zachary Stewart University,5c9e3fc034cda4f3677e22e3,Specialization
27,2766.0,Jeffery Jackson University,5c9e496834cda4f3677e32a1,Internationality
28,2766.0,Sarah Lynch University,5e84b8a01ead1a77be3bd3a8,Practical relevance / professionalization
29,2766.0,Amanda Jackson University,5c9e471734cda4f3677e2ed7,Practical relevance / professionalization
30,2766.0,Samantha Colon University,5c9e470b34cda4f3677e2ec5,Specialization
31,2766.0,Ashley Walker University,5c9e470a34cda4f3677e2ec3,Soft skills and digital literacy
32,2192.0,Glenn Silva University,5e84b8a01ead1a77be3bd3a8,Soft skills and digital literacy
33,2192.0,Julie Lowe University,5c9e471734cda4f3677e2ed7,Specialization
34,2192.0,Diana Lewis University,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
35,2192.0,Ms. Karen Peters University,5c9e470a34cda4f3677e2ec3,Academic excellence
36,2192.0,Lawrence Howard University,5c9e7d3134cda4f3677e6ac9,Internationality
37,2192.0,Bryan Lloyd University,5c9e50f934cda4f3677e3f03,Academic excellence
38,2192.0,Victoria Johnson University,5c9e7da234cda4f3677e6b81,Academic excellence
39,2192.0,Katie Scott University,5c9e637534cda4f3677e503d,Internationality
40,2192.0,Patricia Moss University,5c9e637034cda4f3677e5035,Internationality
41,2192.0,Elizabeth Colon University,5c9e636b34cda4f3677e502d,Internationality
42,1602.0,Jordan Chen University,5c9e6c1634cda4f3677e5dcf,Internationality
43,1602.0,Elizabeth James University,5c9e895334cda4f3677e7141,Specialization
44,1602.0,Mallory Mcknight University,5c9e7dfd34cda4f3677e6c17,Internationality
45,1602.0,Lisa Harvey University,5c9e3ffb34cda4f3677e233b,Specialization
46,1602.0,Heather Mitchell University,5c9e645534cda4f3677e51a7,Specialization
47,1602.0,Brandy Anderson University,5c9e4b4734cda4f3677e35b5,Specialization
48,1602.0,Natasha Rubio University,5c9e519334cda4f3677e3ffd,Practical relevance / professionalization
49,1602.0,Jessica Goodman University,5c9e3e0234cda4f3677e2009,Internationality
50,1602.0,Cody Stewart University,5c9e636734cda4f3677e5027,Practical relevance / professionalization
51,1602.0,Rachel Wilkinson University,5c9e49df34cda4f3677e3365,Practical relevance / professionalization
52,2327.0,John Green University,5c9e8aa234cda4f3677e7365,Soft skills and digital literacy
53,2327.0,Sheri Eaton University,5c9e88f634cda4f3677e70a3,Practical relevance / professionalization
54,2327.0,Laurie Smith University,5c9e5bc734cda4f3677e43a7,Soft skills and digital literacy
55,2327.0,Mark Frey University,5c9e7dfd34cda4f3677e6c17,Soft skills and digital literacy
56,2327.0,William Carter University,5c9e7dd034cda4f3677e6bcb,Internationality
57,2327.0,Megan Arnold University,5c9e3ceb34cda4f3677e1e3d,Practical relevance / professionalization
58,2327.0,Molly Gentry University,5c9e3aec34cda4f3677e1af9,Practical relevance / professionalization
59,2327.0,Cynthia Alvarez University,5c9e3a5934cda4f3677e1a09,Soft skills and digital literacy
60,2327.0,Michael Webb University,5c9e42ad34cda4f3677e279b,Specialization
61,2327.0,Christina Reyes University,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
62,965.0,Christina Kline University,5c9e636634cda4f3677e5025,Soft skills and digital literacy
63,965.0,Travis Steele University,5c9e6be834cda4f3677e5d83,Internationality
64,965.0,Teresa Jackson University,5c9e420034cda4f3677e267f,Specialization
65,965.0,Corey Cruz University,5c9e420034cda4f3677e267f,Specialization
66,965.0,Natalie Gray University,5c9e7ead34cda4f3677e6d31,Academic excellence
67,965.0,Scott Sampson University,5c9e640d34cda4f3677e5131,Practical relevance / professionalization
68,965.0,Elizabeth Valentine University,5c9e61c534cda4f3677e4d7f,Internationality
69,965.0,Lauren Anthony University,5c9e60d234cda4f3677e4bf1,Internationality
70,965.0,Carrie Perry University,5c9e4b4734cda4f3677e35b5,Internationality
71,965.0,Robert Gay University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
72,965.0,Melissa Hansen University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
73,965.0,Thomas Gibson University,5c9e501934cda4f3677e3d99,Internationality
74,379.0,Sarah Roach University,5c9e5c6f34cda4f3677e44bd,Practical relevance / professionalization
75,379.0,James Woods University,5c9e5c6c34cda4f3677e44b7,Practical relevance / professionalization
76,379.0,Gregory Miller University,5c9e7d8334cda4f3677e6b4f,Practical relevance / professionalization
77,379.0,Sean Knight University,5c9e60b534cda4f3677e4bbf,Practical relevance / professionalization
78,379.0,Justin Martin University,5c9e67b134cda4f3677e56a3,Practical relevance / professionalization
79,379.0,Jordan Trujillo University,5c9e5a4734cda4f3677e4135,Practical relevance / professionalization
80,379.0,Tanner Meyer University,5c9e4e9534cda4f3677e3b17,Practical relevance / professionalization
81,379.0,Kristen Tapia DDS University,5c9e8aa234cda4f3677e7365,Practical relevance / professionalization
82,379.0,Diana English University,5c9e88f634cda4f3677e70a3,Practical relevance / professionalization
83,379.0,Craig Long University,5c9e7c8b34cda4f3677e69b5,Practical relevance / professionalization
84,379.0,Barry Morrow University,5c9e7c2734cda4f3677e690f,Practical relevance / professionalization
85,2564.0,Steven Cox University,5c9e4dfa34cda4f3677e3a13,Internationality
86,2564.0,Jessica Wu University,5c9e7ea034cda4f3677e6d1b,Specialization
87,2564.0,Jennifer Baker University,5c9e70cf34cda4f3677e623d,Specialization
88,2564.0,Karen Brown University,5c9e886934cda4f3677e6fbf,Academic excellence
89,3049.0,Ronnie Wagner University,5c9e4dfb34cda4f3677e3a15,Academic excellence
90,3049.0,Jerry Walters University,5e84b7141ead1a77be3bd39c,Internationality
91,3049.0,Jennifer Sawyer University,5c9e7d8334cda4f3677e6b4f,Specialization
92,3049.0,David Johnson University,5c9e4dfa34cda4f3677e3a13,Internationality
93,3049.0,Regina Hooper University,5c9e8eb334cda4f3677e781b,Practical relevance / professionalization
94,3049.0,Patrick Torres University,5c9e895334cda4f3677e7141,Internationality
95,3049.0,Angela Webb University,5c9e7ead34cda4f3677e6d31,Specialization
96,3049.0,James Ponce University,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
97,3049.0,Eric Medina University,5c9e70cf34cda4f3677e623d,Practical relevance / professionalization
98,3049.0,Dana Atkinson University,5c9e5b2734cda4f3677e42a1,Practical relevance / professionalization
99,3049.0,Shawn Bell University,5c9e7a9134cda4f3677e666d,Internationality
100,3049.0,Stephanie Willis University,5c9e61c234cda4f3677e4d7b,Specialization
101,3049.0,Jonathan Sanchez University,5c9e49df34cda4f3677e3365,Practical relevance / professionalization
102,3049.0,Karen Bell University,5c9e60b434cda4f3677e4bbd,Specialization
103,3049.0,Matthew Wood University,5c9e8f7734cda4f3677e795b,Academic excellence
104,1786.0,Tiffany Lester University,5c9e70bd34cda4f3677e621f,Specialization
105,1786.0,Benjamin Woods University,5c9e8ca934cda4f3677e74cd,Specialization
106,1786.0,Kimberly Mccann University,5c9e3e0234cda4f3677e2009,Practical relevance / professionalization
107,1786.0,Mario Gomez University,5c9e3aee34cda4f3677e1afd,Practical relevance / professionalization
108,1786.0,Emma Taylor University,5e84a9f41ead1a77be3bd385,Academic excellence
109,1786.0,Monica Collins University,5e84a9f41ead1a77be3bd385,Academic excellence
110,2203.0,Jessica Rodriguez University,5c9e895334cda4f3677e7141,Internationality
111,2203.0,Shannon Jenkins University,5c9e418d34cda4f3677e25c3,Academic excellence
112,2203.0,Erika Bates MD University,5c9e3ffb34cda4f3677e233b,Academic excellence
113,2203.0,Morgan Anderson University,5c9e7cb934cda4f3677e69ff,Specialization
114,2203.0,Kathleen Perez University,5c9e5fc334cda4f3677e4a29,Practical relevance / professionalization
115,2203.0,Jose Boyle University,5c9e636734cda4f3677e5027,Specialization
116,2203.0,Donald Fitzgerald University,5c9e61c234cda4f3677e4d7b,Specialization
117,2203.0,Eric Rodriguez University,5e84a9f41ead1a77be3bd385,Practical relevance / professionalization
118,2203.0,Tiffany Ortiz University,5e84a9f41ead1a77be3bd385,Practical relevance / professionalization
119,2203.0,Andre Fisher University,5c9e49df34cda4f3677e3365,Internationality
120,2203.0,Joshua Thomas University,5c9e5c9634cda4f3677e44fb,Specialization
121,2203.0,Manuel Matthews University,5c9e884834cda4f3677e6f8b,Practical relevance / professionalization
122,2934.0,Joshua Cline University,5c9e677634cda4f3677e5643,Internationality
123,2934.0,Jane Gates University,5c9e41e234cda4f3677e264d,Internationality
124,2934.0,Kyle West University,5c9e63c734cda4f3677e50c3,Internationality
125,2934.0,Connor Howell University,5c9e5dbd34cda4f3677e46e7,Soft skills and digital literacy
126,170.0,Melissa Mercer University,5c9e5d6334cda4f3677e464d,Soft skills and digital literacy
127,170.0,Ashley Gordon University,5c9e7d5334cda4f3677e6b03,Internationality
128,170.0,William Tapia University,5e8c6df1dc39552aa1e7bdf3,Internationality
129,2161.0,Vicki Rodriguez University,5c9e49f334cda4f3677e3385,Internationality
130,2161.0,Kristina Fischer University,5c9e5a4734cda4f3677e4135,Internationality
131,2161.0,Steve Hayes University,5c9e8aa234cda4f3677e7365,Specialization
132,2161.0,Jeffrey Edwards University,5c9e7c2734cda4f3677e690f,Internationality
133,2161.0,Eric Mills University,5c9e5fc334cda4f3677e4a29,Academic excellence
134,2161.0,Deborah Williams University,5e85b1eee7d33897f89a8d22,Practical relevance / professionalization
135,2161.0,Daniel Smith University,5c9e4e2c34cda4f3677e3a6d,Specialization
136,2161.0,Jason Ward University,5c9e8c2b34cda4f3677e73fd,Specialization
137,2161.0,Christine Ayala University,5c9e7bc334cda4f3677e6869,Soft skills and digital literacy
138,2161.0,Kimberly Collins University,5c9e519734cda4f3677e4003,Academic excellence
139,804.0,Michelle Ramos MD University,5c9e636634cda4f3677e5025,Soft skills and digital literacy
140,804.0,Michele Ochoa University,5c9e7d6034cda4f3677e6b19,Specialization
141,804.0,Linda Ortiz University,5e8c6df1dc39552aa1e7bdf3,Soft skills and digital literacy
142,804.0,Megan Wolf University,5c9e373c34cda4f3677e14ef,Internationality
143,804.0,Michael Flores University,5c9e7d8334cda4f3677e6b4f,Practical relevance / professionalization
144,804.0,Christopher Moreno University,5c9e60b534cda4f3677e4bbf,Academic excellence
145,804.0,Jason Parks University,5c9e67b134cda4f3677e56a3,Academic excellence
146,804.0,Kelly Greene University,5c9e64f934cda4f3677e521d,Academic excellence
147,804.0,Michael Martinez University,5c9e7dfd34cda4f3677e6c17,Internationality
148,804.0,Mark Cochran University,5c9e718634cda4f3677e6369,Specialization
149,804.0,Tara Johnson University,5c9e636734cda4f3677e5027,Soft skills and digital literacy
150,2994.0,Joshua Pacheco University,5c9e645734cda4f3677e51ab,Internationality
151,2994.0,Joe Ross University,5c9e35b234cda4f3677e126b,Practical relevance / professionalization
152,2994.0,Sheila Neal University,5c9e4a0434cda4f3677e33a1,Internationality
153,2994.0,Michael Kirk University,5c9e519734cda4f3677e4003,Specialization
154,2994.0,Cynthia Hines University,5c9e40c434cda4f3677e2481,Internationality
155,2994.0,Ian Perry University,5c9e3fa734cda4f3677e22b9,Specialization
156,2994.0,Brett Harris University,5c9e639934cda4f3677e5077,Internationality
157,2994.0,Michael Garza University,5c9e7d7a34cda4f3677e6b41,Specialization
158,2994.0,Patrick Cole University,5c9e5cf434cda4f3677e4593,Specialization
159,2994.0,Eric Gonzalez University,5c9e7d6934cda4f3677e6b27,Specialization
160,2994.0,Stephen Gonzalez University,5c9e636a34cda4f3677e502b,Practical relevance / professionalization
161,1140.0,Rebecca Holmes University,5c9e4dfb34cda4f3677e3a15,Internationality
162,1140.0,Vincent Baker University,5c9e5b5e34cda4f3677e42fb,Practical relevance / professionalization
163,1140.0,Paige Hernandez University,5c9e677634cda4f3677e5643,Internationality
164,1140.0,Courtney Phillips University,5c9e645734cda4f3677e51ab,Specialization
165,1140.0,Paul Wallace University,5c9e6be834cda4f3677e5d83,Specialization
166,1140.0,Donald Perkins University,5c9e4d6a34cda4f3677e3927,Internationality
167,1140.0,Jennifer Steele University,5c9e3a0b34cda4f3677e1989,Specialization
168,1140.0,Erin Barrett University,5c9e3a5934cda4f3677e1a09,Practical relevance / professionalization
169,1140.0,Craig Martinez University,5c9e361e34cda4f3677e131d,Internationality
170,1140.0,Lisa Cooper University,5c9e4c6234cda4f3677e378d,Internationality
171,1140.0,Natasha Harvey University,5c9e4b8634cda4f3677e3621,Internationality
172,577.0,Nicole Gonzalez University,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
173,577.0,Megan Martinez University,5c9e645734cda4f3677e51ab,Specialization
174,577.0,Kelly Vaughn University,5c9e6c1634cda4f3677e5dcf,Academic excellence
175,1097.0,Lisa Bailey University,5c9e4dfb34cda4f3677e3a15,Internationality
176,1097.0,Garrett Rubio University,5c9e3bc934cda4f3677e1c63,Soft skills and digital literacy
177,1097.0,Jody Allen University,5c9e677634cda4f3677e5643,Soft skills and digital literacy
178,1097.0,Stephen Black University,5c9e41e234cda4f3677e264d,Soft skills and digital literacy
179,1097.0,Paul Ramos University,5e84b7141ead1a77be3bd39c,Soft skills and digital literacy
180,1097.0,Paul Buchanan University,5c9e63c734cda4f3677e50c3,Soft skills and digital literacy
181,1097.0,Justin Castillo University,5c9e4dfa34cda4f3677e3a13,Soft skills and digital literacy
182,1097.0,Mr. Michael Gomez University,5c9e8aa234cda4f3677e7365,Soft skills and digital literacy
183,1097.0,Brittany Walker University,5e8c6ef9dc39552aa1e7bdfc,Soft skills and digital literacy
184,1097.0,Brandon Thomas University,5c9e3fc234cda4f3677e22e5,Soft skills and digital literacy
185,1097.0,Rebecca Fischer University,5c9e496834cda4f3677e32a1,Soft skills and digital literacy
186,1097.0,Wendy Tran University,5c9e3c9c34cda4f3677e1dbd,Soft skills and digital literacy
187,2256.0,Belinda Hobbs University,5c9e3aee34cda4f3677e1afd,Specialization
188,2256.0,William Hopkins University,5c9e3aec34cda4f3677e1af9,Specialization
189,2256.0,Mary Smith University,5c9e3ab234cda4f3677e1a9b,Internationality
190,2256.0,Terrence Evans University,5c9e3a5934cda4f3677e1a09,Soft skills and digital literacy
191,2256.0,Zachary Larson University,5c9e39fd34cda4f3677e1971,Soft skills and digital literacy
192,2256.0,Daniel Coleman University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
193,2256.0,Cody Ortega University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
194,2256.0,Katelyn Wallace University,5c9e37ba34cda4f3677e15bf,Soft skills and digital literacy
195,2256.0,Kelsey Rubio University,5c9e361e34cda4f3677e131d,Soft skills and digital literacy
196,2256.0,Kristin Davis University,5c9e4b8f34cda4f3677e362f,Soft skills and digital literacy
197,2256.0,Nicholas Mays University,5c9e4b8a34cda4f3677e3629,Specialization
198,2256.0,Shawn Jones University,5c9e49df34cda4f3677e3365,Specialization
199,2256.0,Kyle Hart University,5c9e42ad34cda4f3677e279b,Specialization
200,2256.0,David Sweeney University,5c9e5c9634cda4f3677e44fb,Specialization
201,2256.0,Dr. Deanna Williams University,5c9e635334cda4f3677e5005,Specialization
202,2256.0,Victoria Turner University,5c9e8f7734cda4f3677e795b,Internationality
203,1856.0,Jared Robinson University,5e84b6351ead1a77be3bd39a,Specialization
204,1856.0,Michael Soto University,5c9e7dd034cda4f3677e6bcd,Internationality
205,1856.0,Brittney French University,5c9e470a34cda4f3677e2ec3,Internationality
206,1856.0,Rhonda Davis University,5c9e7cb934cda4f3677e69ff,Soft skills and digital literacy
207,1856.0,Frederick Kennedy University,5c9e5a3234cda4f3677e4111,Soft skills and digital literacy
208,1856.0,Amanda King University,5c9e515e34cda4f3677e3fa7,Soft skills and digital literacy
209,1856.0,Jacob Thompson University,5e85b1eee7d33897f89a8d22,Internationality
210,1856.0,Chelsea Gardner University,5c9e636734cda4f3677e5027,Academic excellence
211,1856.0,Manuel Spears University,5c9e49df34cda4f3677e3365,Academic excellence
212,1856.0,Christy Walsh University,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
213,2226.0,Bryan James University,5c9e7c4034cda4f3677e6937,Internationality
214,2226.0,Brianna Edwards University,5c9e7e5734cda4f3677e6ca9,Internationality
215,2226.0,Donald Palmer University,5c9e641a34cda4f3677e5149,Soft skills and digital literacy
216,2226.0,Megan Lee University,5c9e7a1634cda4f3677e65a3,Soft skills and digital literacy
217,2226.0,Larry Poole University,5c9e61c534cda4f3677e4d7f,Specialization
218,2226.0,Tyler Nichols University,5c9e4d6a34cda4f3677e3927,Internationality
219,2226.0,Terri Gutierrez University,5c9e5a3234cda4f3677e4111,Soft skills and digital literacy
220,2226.0,Annette Thompson University,5c9e409034cda4f3677e242b,Internationality
221,2226.0,Gilbert Williamson University,5c9e67de34cda4f3677e56ed,Specialization
222,2226.0,Ryan White University,5c9e61c234cda4f3677e4d7b,Practical relevance / professionalization
223,727.0,Rachel Lloyd University,5e8c6df1dc39552aa1e7bdf3,Specialization
224,727.0,Scott Turner University,5c9e5c6c34cda4f3677e44b7,Practical relevance / professionalization
225,727.0,Kristi Ayers University,5c9e371c34cda4f3677e14b9,Practical relevance / professionalization
226,727.0,Christopher Mathews University,5c9e398d34cda4f3677e18c1,Practical relevance / professionalization
227,727.0,Brittany Johnson University,5c9e345f34cda4f3677e1047,Internationality
228,727.0,Sara Lewis University,5c9e5bc734cda4f3677e43a7,Academic excellence
229,727.0,Rebecca Mccarthy University,5c9e3ffb34cda4f3677e233b,Practical relevance / professionalization
230,727.0,Kimberly Martinez University,5c9e4f5034cda4f3677e3c4f,Specialization
231,727.0,Kristen Klein University,5c9e7cb934cda4f3677e69ff,Academic excellence
232,727.0,Benjamin Mcdonald University,5c9e515e34cda4f3677e3fa7,Practical relevance / professionalization
233,382.0,Steven Woods University,5c9e70bd34cda4f3677e621f,Internationality
234,382.0,Hunter Olson University,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
235,382.0,Maurice Mccoy University,5e84b7141ead1a77be3bd39c,Soft skills and digital literacy
236,382.0,Toni Ford University,5c9e496834cda4f3677e32a1,Soft skills and digital literacy
237,382.0,Jennifer Mitchell University,5c9e6b2334cda4f3677e5c47,Practical relevance / professionalization
238,382.0,Robin Castro University,5c9e67db34cda4f3677e56e9,Soft skills and digital literacy
239,382.0,Shannon Johnson University,5e85b1eee7d33897f89a8d22,Soft skills and digital literacy
240,382.0,Marcus Russell University,5c9e65e134cda4f3677e539d,Internationality
241,382.0,Judith Young University,5c9e639034cda4f3677e5069,Soft skills and digital literacy
242,382.0,Justin Wallace University,5c9e636734cda4f3677e5027,Soft skills and digital literacy
243,323.0,Amanda Jarvis University,5c9e4dfb34cda4f3677e3a15,Specialization
244,323.0,Randy Lewis University,5c9e7d6034cda4f3677e6b19,Specialization
245,323.0,Elizabeth Tyler University,5c9e7d8334cda4f3677e6b4f,Soft skills and digital literacy
246,323.0,Matthew Freeman University,5c9e470b34cda4f3677e2ec5,Soft skills and digital literacy
247,323.0,Patricia Lyons University,5c9e4e1334cda4f3677e3a3f,Internationality
248,323.0,Justin Turner University,5c9e349434cda4f3677e109f,Practical relevance / professionalization
249,323.0,Carlos Benton DVM University,5c9e4b9334cda4f3677e3635,Specialization
250,323.0,Paul Merritt University,5c9e67db34cda4f3677e56e9,Specialization
251,323.0,Patricia Jensen University,5c9e410934cda4f3677e24f1,Specialization
252,323.0,Brenda Hanson University,5c9e409034cda4f3677e242b,Internationality
253,323.0,Victor Weaver University,5c9e67de34cda4f3677e56ed,Practical relevance / professionalization
254,323.0,Alex Fisher University,5c9e8d5d34cda4f3677e75f1,Practical relevance / professionalization
255,323.0,Alejandro Johnson University,5c9e3d8a34cda4f3677e1f43,Practical relevance / professionalization
256,323.0,Christine Martin University,5c9e4dae34cda4f3677e3997,Internationality
257,1043.0,Jeffery David University,5c9e7e9e34cda4f3677e6d17,Soft skills and digital literacy
258,1043.0,Kayla Le University,5c9e644f34cda4f3677e519d,Soft skills and digital literacy
259,1043.0,Alexis Kaufman University,5c9e66b034cda4f3677e54f5,Soft skills and digital literacy
260,1043.0,Daniel Craig University,5c9e8e7c34cda4f3677e77c5,Soft skills and digital literacy
261,1043.0,Jasmine Davis University,5c9e5b2734cda4f3677e42a1,Soft skills and digital literacy
262,1043.0,Jesus Mills University,5c9e645234cda4f3677e51a3,Internationality
263,1043.0,April Wilson University,5c9e4e2c34cda4f3677e3a6d,Soft skills and digital literacy
264,1043.0,Robert Calderon University,5c9e8c2b34cda4f3677e73fd,Internationality
265,1043.0,Christine Burns University,5c9e87f534cda4f3677e6f03,Specialization
266,1043.0,Erica Henderson University,5c9e476434cda4f3677e2f55,Internationality
267,1043.0,Ana Mclaughlin University,5c9e678834cda4f3677e565f,Soft skills and digital literacy
268,1043.0,Martin Thomas University,5c9e882634cda4f3677e6f51,Internationality
269,1043.0,Jacob Johnson University,5c9e519734cda4f3677e4003,Soft skills and digital literacy
270,1043.0,Ariel Marquez University,5c9e8d5d34cda4f3677e75f1,Soft skills and digital literacy
271,1043.0,Louis Heath University,5c9e3e0234cda4f3677e2009,Soft skills and digital literacy
272,1043.0,Robert Murray University,5c9e7db234cda4f3677e6b9b,Specialization
273,2902.0,Richard Smith University,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
274,2902.0,Ariana Foster University,5c9e5d6334cda4f3677e464d,Soft skills and digital literacy
275,2902.0,Vicki Boyd University,5c9e677634cda4f3677e5643,Internationality
276,2902.0,Heather Roberson University,5c9e645734cda4f3677e51ab,Soft skills and digital literacy
277,2902.0,Phillip Lindsey University,5c9e6c1634cda4f3677e5dcf,Internationality
278,2902.0,Leslie Williams University,5c9e373c34cda4f3677e14ef,Specialization
279,2902.0,Christina Hogan University,5c9e4dfa34cda4f3677e3a13,Soft skills and digital literacy
280,2902.0,Gerald Peters University,5c9e5a4734cda4f3677e4135,Internationality
281,2902.0,Robert Nolan University,5e8c6ef9dc39552aa1e7bdfc,Internationality
282,2902.0,James Stanton University,5e8c879823d6684db014ea30,Internationality
283,2902.0,Rachel Payne University,5c9e496834cda4f3677e32a1,Specialization
284,1059.0,Ronald Green University,5c9e70bd34cda4f3677e621f,Internationality
285,1059.0,Jessica Lam University,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
286,1059.0,Harold Keller University,5c9e7d6634cda4f3677e6b23,Specialization
287,1059.0,Julie Turner University,5c9e7d5334cda4f3677e6b03,Soft skills and digital literacy
288,1059.0,Melanie Watkins University,5c9e677634cda4f3677e5643,Soft skills and digital literacy
289,1059.0,Crystal Hall University,5c9e645734cda4f3677e51ab,Internationality
290,1059.0,Jennifer Johnson University,5c9e6c1634cda4f3677e5dcf,Soft skills and digital literacy
291,1059.0,Jennifer Brown University,5c9e5c6f34cda4f3677e44bd,Internationality
292,1059.0,Elizabeth Green University,5c9e498a34cda4f3677e32d9,Soft skills and digital literacy
293,1059.0,Thomas Robinson University,5c9e498a34cda4f3677e32d9,Soft skills and digital literacy
294,1059.0,Christopher Odonnell University,5c9e5a4734cda4f3677e4135,Soft skills and digital literacy
295,1799.0,Julie Sharp University,5c9e3bc934cda4f3677e1c63,Soft skills and digital literacy
296,1799.0,Ashley Frazier University,5c9e5b5e34cda4f3677e42fb,Internationality
297,1799.0,John Snow University,5c9e7d4d34cda4f3677e6af9,Specialization
298,1799.0,Leon Jenkins University,5c9e677634cda4f3677e5643,Specialization
299,1799.0,Michelle Nguyen University,5c9e498834cda4f3677e32d7,Practical relevance / professionalization
300,1799.0,Brian Black University,5c9e3aee34cda4f3677e1afd,Specialization
301,1799.0,Edward Yang University,5c9e61ba34cda4f3677e4d6d,Internationality
302,1799.0,Jon Baker University,5c9e60b434cda4f3677e4bbd,Specialization
303,854.0,Paul Jones University,5c9e4dfb34cda4f3677e3a15,Internationality
304,854.0,Amanda Lopez University,5c9e7d5334cda4f3677e6b03,Specialization
305,854.0,Kathryn Yu University,5c9e645734cda4f3677e51ab,Specialization
306,854.0,Michelle Becker University,5c9e7d8334cda4f3677e6b4f,Specialization
307,854.0,Erin Rodriguez University,5c9e498134cda4f3677e32c9,Practical relevance / professionalization
308,854.0,Lori Day University,5c9e67c234cda4f3677e56bf,Practical relevance / professionalization
309,854.0,Marvin Shaffer University,5c9e7eb934cda4f3677e6d45,Practical relevance / professionalization
310,854.0,Brandy Taylor University,5c9e70cf34cda4f3677e623d,Specialization
311,702.0,Stephanie Hart University,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
312,702.0,Jose Thompson University,5c9e677634cda4f3677e5643,Soft skills and digital literacy
313,702.0,Cory Hayden University,5c9e3ceb34cda4f3677e1e3d,Soft skills and digital literacy
314,702.0,Timothy Williams University,5c9e3aec34cda4f3677e1af9,Soft skills and digital literacy
315,702.0,Victor Wiggins University,5c9e3ad634cda4f3677e1ad7,Soft skills and digital literacy
316,702.0,Andrew Brooks University,5c9e39f434cda4f3677e1963,Soft skills and digital literacy
317,702.0,Stacey Barnes University,5c9e371334cda4f3677e14a9,Soft skills and digital literacy
318,702.0,Karen Bradley University,5c9e4b8634cda4f3677e3621,Internationality
319,702.0,Melissa Mendez University,5c9e42ad34cda4f3677e279b,Soft skills and digital literacy
320,702.0,Robert Douglas University,5c9e7da234cda4f3677e6b81,Soft skills and digital literacy
321,702.0,Jim Reynolds University,5c9e4d8b34cda4f3677e395b,Soft skills and digital literacy
322,702.0,Matthew Adams University,5c9e8d6834cda4f3677e7605,Soft skills and digital literacy
323,2695.0,Angelica White University,5c9e5b5e34cda4f3677e42fb,Internationality
324,2695.0,Katherine Camacho University,5c9e7d6034cda4f3677e6b19,Internationality
325,2695.0,Randy Rodriguez University,5c9e638234cda4f3677e5051,Specialization
